capacity_mw,latitude,longitude,primary_fuel,generation_gwh_2016,State
5.3,37.8304,-120.807,Hydro,9.502,CA
8.2,41.1666,-74.7016,Solar,10.894,NJ
2,34.1039,-118.4134,Hydro,0,CA
1,35.2194,-83.3708,Hydro,1.746,NC
3.9,40.0892,-98.9508,Gas,0.057,NE
2,44.4372,-73.9725,Hydro,8.379,NY
3,42.0406,-71.3936,Solar,4.911,MA
4,42.0542,-71.3917,Solar,6.413,MA
99,42.6067,-93.3365,Wind,257.192,IA
21.8,41.7989,-73.1163,Oil,0,CT
32.6,44.0206,-92.4656,Gas,67.77941,MN
1.7,43.4461,-71.6446,Hydro,5.54,NH
2,36.0975,-78.1678,Solar,3.137,NC
2,36.1269,-78.1525,Solar,3.877,NC
1.1,37.5425,-122.2928,Gas,7.144,CA
13.7,45.6548,-92.4651,Oil,-0.131,WI
2,39.1408,-78.0975,Waste,12.521,VA
177.8,47.0797,-122.365,Gas,19.474,WA
318.3,47.0861,-122.3657,Gas,837.562,WA
27.6,37.5717,-90.3173,Gas,2.001,MO
376,48.4558,-122.4358,Gas,245.804001,WA
15.7,38.4256,-89.9144,Oil,0.889,IL
71,39.1033,-88.859,Gas,3.448,IL
5,35.4276,-80.9972,Solar,0.266,NC
678.1,28.9913,-95.4075,Gas,3095.3168,TX
260,28.9888,-95.3954,Gas,1193.75766,TX
30.4,32.6618,-108.3628,Oil,0.011,NM
2.4,32.8561,-108.0847,Oil,0,NM
1036,31.8907,-96.1131,Gas,5955.92,TX
5,41.7664,-70.9808,Solar,7.936,MA
2,33.8926,-118.0376,Solar,0.245,CA
1.5,40.3763,-74.5278,Solar,2.166,NJ
66.8,42.4766,-106.7959,Hydro,229.509,WY
2.9,43.4597,-85.9761,Biomass,0,MI
739.5,41.3771,-83.1614,Gas,1718.372,OH
188,43.8292,-91.2597,Oil,63.53,WI
1.6,42.2143,-83.4407,Hydro,7.184,MI
15.3,39.078,-120.4061,Hydro,54.456,CA
1.3,41.8203,-86.2592,Hydro,6.96,MI
6.1,40.1097,-74.1302,Solar,7.664,NJ
3,40.5217,-75.0122,Solar,4.9,NJ
3,40.5144,-74.9769,Solar,4.67,NJ
7.9,40.4825,-75.0181,Solar,13.615,NJ
82.6,36.617,-120.0998,Gas,8.484,CA
3,36.6168,-120.1051,Solar,6.443,CA
1.6,39.9589,-76.4442,Waste,13.495,PA
37.5,36.9977,-119.7035,Hydro,38.412,CA
5.4,36.7151,-80.9856,Hydro,22.266,VA
4.6,41.8628,-71.8917,Gas,25.46432,CT
6,35.3951,-119.3216,Gas,27.041,CA
541,38.6281,-104.7069,Gas,2276.96,CO
3.2,40.0294,-105.0047,Waste,23.786,CO
8.1,42.1483,-72.5911,Oil,0.188,MA
20,37.3799,-121.1307,Solar,28.416,CA
200,36.8389,-97.181,Wind,24.545,OK
26.6,39.1364,-108.7347,Gas,0.258,CO
19.9,39.1281,-119.14,Solar,39.842,NV
6,44.3681,-100.3808,Oil,0.052,SD
21,33.8617,-117.8931,Gas,67.642,CA
154.8,33.6094,-93.7924,Gas,48.1,AR
33.2,38.8681,-91.9478,Gas,0.28,MO
1.3,43.3241,-76.419,Hydro,0,NY
3.2,43.0142,-74.4739,Waste,11.882,NY
8,41.7744,-70.6158,Wind,8.43,MA
4.7,39.779,-88.9016,Oil,0.006,IL
1.3,43.5861,-95.7761,Wind,1.447,MN
1148.4,35.1897,-81.0122,Coal,1391.067968,NC
43,43.9785,-92.8511,Wind,97.31,MN
35.7,25.4756,-80.47,Gas,5.537,FL
8.5,41.1892,-74.5917,Solar,10.339,NJ
1.6,38.3147,-121.8336,Waste,11.921,CA
4,29.1229,-82.0555,Waste,22.559,FL
3.5,39.0728,-121.3992,Waste,24.409,CA
1.8,35.1553,-118.3694,Wind,3.373,CA
5,36.2483,-76.5019,Solar,9.192,NC
2,43.1244,-89.545,Biomass,14.759,WI
5,43.9917,-91.8778,Wind,11.648,MN
3.2,40.3664,-76.4931,Waste,13.775,PA
2.2,41.148,-80.8838,Solar,2.60073,OH
5,43.6321,-72.4186,Solar,0.037,VT
4.9,44.0858,-73.1954,Solar,0.057,VT
1.9,44.4269,-73.0085,Solar,0.619,VT
5,44.1361,-72.5105,Solar,0.008,VT
4.7,44.4655,-73.1032,Solar,0.136,VT
1734.3,36.1903,-95.2894,Gas,0,OK
30.3,42.3953,-83.558,Waste,0,MI
5.7,42.3563,-85.0058,Waste,32.482,MI
5.3,35.3533,-80.668,Waste,0,NC
5.3,41.7487,-71.1065,Waste,27.808,MA
16.6,44.787,-93.0556,Waste,0,MN
2.3,33.3,-104.4,Solar,5.144,NM
80,41.6436,-89.1731,Wind,198.797,IL
2.6,40.0439,-76.7355,Solar,3.307,PA
492.1,40.7686,-111.9289,Gas,121.259,UT
138,34.0128,-85.9708,Gas,0,AL
116.1,29.7675,-82.3964,Waste,35.868,FL
2,34.499,-78.653,Solar,0.559,NC
13.5,39.3732,-119.7645,Geothermal,38.599,NV
30,39.3887,-119.7489,Geothermal,144.796,NV
3.9,64.7442,-156.8736,Oil,5.39,AK
1.6,42.8489,-123.1778,Hydro,7.24,OR
5.4,40.7303,-82.7939,Oil,0.324,OH
49.5,40.7167,-82.789,Gas,3.4,OH
7.2,39.9172,-93.9539,Oil,0,MO
1918.4,36.3156,-86.4006,Coal,5667.283975,TN
6,35.4883,-108.4265,Gas,0,NM
1.6,63.7771,-171.7124,Oil,0,
87.6,39.7475,-79.8389,Gas,0,PA
3,31.4033,-86.4795,Hydro,5.718,AL
1.2,36.7839,-119.7094,Solar,1.975,CA
256.3,37.9703,-100.8956,Gas,4.382,KS
150,42.2244,-93.3736,Wind,441.815,IA
1,44.2218,-69.7857,Hydro,4.076,ME
39.2,38.8308,-94.8903,Gas,0,KS
2,42.5864,-72.0308,Solar,3.437,MA
3.5,42.5914,-72.7308,Hydro,0,MA
2.9,44.7264,-108.8644,Hydro,9.58419,WY
4,33.8906,-116.5431,Solar,9.60201,CA
6.5,33.9053,-116.5825,Wind,18.632,CA
11.7,38.2697,-95.2447,Oil,0.011,KS
5,34.3253,-78.7931,Solar,7.26,NC
614,47.4945,-101.4115,Hydro,1912.005,ND
361,39.1872,-75.4994,Gas,1565.124007,DE
12.4,43.1655,-71.5094,Hydro,30.703,NH
5.2,41.3367,-72.02,Oil,0.68,CT
161,41.6224,-87.3289,Gas,712.562998,IN
5,36.468,-77.592,Solar,6.821,NC
43.4,42.512,-92.476,Gas,0,IA
6.1,32.6792,-117.2467,Biomass,38.86106,CA
177.6,36.4991,-77.8115,Hydro,410.1,NC
1.8,35.2747,-81.1383,Oil,0.088,NC
6.7,35.1381,-81.5975,Hydro,10.048,NC
5,36.5147,-77.6561,Solar,5.589,NC
5.4,35.2891,-81.2052,Oil,-0.082,NC
11.8,35.3017,-81.2092,Oil,-0.034,NC
5,36.4508,-76.8036,Solar,10.166,NC
20,36.1764,-120.1142,Solar,43.717,CA
4,41.1365,-111.8314,Hydro,9.071,UT
3.6,38.7253,-77.5097,Oil,0.021,VA
619.7,38.0175,-121.7587,Gas,2435.95,CA
5,32.1028,-110.8197,Solar,9.973,AZ
80,38.2192,-80.8906,Hydro,201.67,WV
2600,38.9347,-82.1158,Coal,0,OH
132.3,42.8488,-97.4815,Hydro,673.022,SD
14,34.4751,-120.2051,Gas,0,CA
2.2,21.9178,-159.6294,Hydro,7.341,HI
48,45.0306,-84.7039,Gas,1.757,MI
70.2,45.0046,-84.7218,Gas,20.361,MI
99.5,30.7811,-89.8575,Waste,0,LA
84.1,30.2,-91,Gas,613.55509,LA
83.9,30.209,-90.9921,Gas,604.761,LA
23.4,43.4202,-112.1019,Hydro,116.563,ID
1.3,40.8484,-74.4676,Solar,0.125,NJ
242,41.2108,-73.1075,Oil,0,CT
242,41.5544,-72.5767,Oil,0,CT
6.1,38.3908,-121.9478,Solar,0,CA
6.5,33.2111,-117.2996,Solar,0,CA
30,41.5933,-109.7542,Coal,219.496996,WY
34.6,42.45,-70.9739,Gas,0,MA
4.4,41.1694,-80.1055,Oil,3.54466,PA
97,32.3102,-86.5254,Gas,477.109,AL
3.8,42.871,-78.8755,Gas,7.476,NY
1,39.3716,-76.4405,Solar,1.587,MD
39.5,43.0851,-83.6694,Waste,110.259001,MI
33.6,41.4515,-90.1485,Gas,8.033,IL
41,41.6217,-109.8119,Coal,277.147002,WY
250,33.665,-114.9981,Solar,624.142,CA
4,41.795,-80.91,Waste,22.663,OH
29.5,41.8911,-88.2711,Gas,0,IL
345.6,43.5589,-91.2325,Coal,0,WI
6,41.5092,-83.3606,Oil,0.035,OH
21.6,32.7757,-115.2637,Geothermal,59.44,CA
29.6,32.7757,-115.2637,Geothermal,77.604,CA
59.6,38.8814,-104.8169,Gas,3.6,CO
51,43.8393,-85.426,Gas,52.943,MI
346.9,61.2297,-149.7167,Gas,589.738,AK
584.1,42.2998,-96.3617,Coal,1851.675036,IA
695.9,42.3006,-96.3617,Coal,2710.452999,IA
340,39.9026,-86.2441,Gas,181.709,IN
1.2,39.6919,-105.6978,Hydro,3.678,CO
1.1,33.4536,-79.3161,Waste,2.866,SC
6.6,33.965,-83.7656,Waste,12.117,GA
6.6,33.2442,-84.122,Waste,17.833,GA
11,34.1271,-84.0334,Waste,20.802,GA
10,44.6617,-73.07,Wind,30.937,VT
1.4,33.7575,-84.3869,Oil,0,GA
1,32.883,-82.41,Solar,1.559,GA
7.9,37.534,-79.357,Waste,60.243,VA
103.4,31.077,-87.1116,Biomass,226.577987,AL
101.2,31.166,-85.0951,Biomass,585.46,AL
78.4,32.2268,-88.0252,Biomass,219.376001,AL
39,44.3142,-89.8964,Gas,216.797,WI
91.6,33.1421,-91.975,Biomass,505.599871,AR
64.8,31.6285,-90.0809,Biomass,514.109002,MS
79.8,29.6807,-81.6809,Biomass,352.025999,FL
127.7,30.6547,-91.28,Biomass,0,LA
37.3,44.6119,-123.9319,Biomass,47.429217,OR
36,46.154,-123.4066,Biomass,146.226,WA
110,38.752,-122.7195,Geothermal,475.231,CA
110,38.7492,-122.7117,Geothermal,343.787,CA
781.4,33.35,-91.1167,Gas,0,MS
1362.6,41.0808,-101.1408,Coal,0,NE
335.7,43.1952,-88.1496,Oil,13.272,WI
2.1,36.2463,-80.2546,Solar,3.084,NC
2.3,39.4967,-75.0186,Solar,3.615,NJ
3.3,39.9503,-77.1253,Biomass,-0.28,PA
1163,38.777,-122.745,Geothermal,4628.971,CA
2225.9,38.7497,-85.035,Coal,11777.57577,KY
64.6,37.401,-121.9687,Gas,0,CA
453.5,30.6199,-96.0818,Coal,1658.783991,TX
3339.5,38.3722,-87.7658,Coal,16674.87074,IN
270,40.4705,-88.3987,Gas,0,IL
10,36.5303,-120.3161,Solar,20.678,CA
32,32.9408,-112.8814,Solar,102.975,AZ
619,32.975,-112.6944,Gas,1680.98,AZ
619,32.975,-112.6944,Gas,119.891,AZ
619,32.975,-112.6944,Gas,2386.901,AZ
619,32.975,-112.6944,Gas,2841.224,AZ
512,40.5658,-75.1639,Gas,0,PA
2.5,33.3559,-111.8024,Solar,4.261,AZ
15,33.0264,-112.6658,Solar,44.136,AZ
14.2,42.3436,-71.0559,Gas,68.566,MA
4.3,41.4961,-94.3272,Oil,0.004,IA
4.8,44.4122,-71.7228,Hydro,24.564,VT
135,36.999,-121.5363,Gas,18.168,CA
130,37.0001,-121.5367,Gas,141.393,CA
10.8,37.5077,-94.8393,Gas,0.133,KS
2,48.888,-121.9462,Storage,0.257,WA
162,43.5639,-89.1481,Wind,383.128,WI
6.5,40.0067,-79.041,Waste,20.025,PA
22.6,45.8475,-87.0036,Oil,-0.156,MI
1,36.9874,-85.9575,Waste,6.186,KY
567.8,36.2454,-88.612,Gas,468.396,TN
2,43.6368,-72.9758,Hydro,4.441,VT
1312,36.9366,-111.4839,Hydro,4016.225,AZ
6.2,38.1483,-81.2147,Hydro,24.014,WV
32.6,44.0006,-75.9612,Hydro,125.559,NY
5.3,46.8214,-101.7564,Cogeneration,39.384,ND
265.6,34.126,-118.1494,Gas,32.28436,CA
39.5,44.7709,-94.1582,Oil,0.348,MN
2.8,33.5403,-112.3064,Waste,15.475,AZ
83.7,47.0539,-104.74,Gas,6.277,MT
38,42.4673,-104.9555,Hydro,99.274,WY
10.7,62.1104,-145.5325,Oil,10.403,AK
138,43.0181,-105.8353,Wind,430.345,WY
110,40.8271,-73.6475,Oil,3.097,NY
1.5,43.2358,-78.3906,Hydro,5.648,NY
122,40.8275,-73.6478,Gas,0,NY
1,40.5754,-74.3928,Solar,1.126,NJ
2.3,39.7808,-75.1229,Solar,4.001,NJ
51.4,33.1185,-117.0995,Gas,22.993,CA
4,59.5357,-135.2123,Hydro,16.957,AK
38.6,32.6097,-85.0805,Hydro,116.128,AL
149.6,31.9519,-100.7914,Wind,415.969,TX
6.3,38.7405,-77.5081,Oil,0.068,VA
9.7,58.3107,-134.4174,Oil,4.597,AK
1,32.7021,-116.3546,Wind,4.138,CA
54,34.839,-118.3868,Solar,14.88674,CA
85.9,37.7133,-121.6404,Wind,282.731,CA
78.2,35.2436,-102.21,Wind,255.525,TX
1.2,33.9142,-118.0536,Solar,1.819,CA
1.3,33.9119,-118.0522,Solar,1.999,CA
12,42.4368,-113.9255,Wind,31.284,ID
250,38.935,-104.212,Wind,852.605,CO
284.3,45.8114,-120.833,Gas,1004.047,WA
3,27.9821,-82.042,Solar,0.112,FL
150,31.3833,-98.4667,Wind,549.366,TX
18.7,39.3416,-101.7052,Gas,-1.524,KS
103.5,38.9303,-99.3617,Gas,161.591,KS
94,45.7818,-120.5212,Wind,223.899,WA
7.5,35.8094,-115.4114,Cogeneration,0,NV
200,36.5414,-101.5656,Wind,860.932,OK
3.2,41.9886,-73.0194,Hydro,6.841,CT
34.8,29.9728,-94.2142,Gas,230.525,TX
1.4,42.5025,-74.9836,Hydro,5.194,NY
684,40.1069,-88.5999,Gas,27.657,IL
47,38.2268,-121.8433,Gas,8.76,CA
7,46.2367,-91.7855,Oil,0,WI
9.6,46.4119,-110.3378,Wind,39.552,MT
904,37.7903,-97.5217,Gas,0,KS
300.4,38.1247,-78.2035,Gas,0,VA
1166.7,33.6443,-87.1965,Coal,5494.440985,AL
207.3,48.6981,-121.2086,Hydro,1035.473,WA
3,44.49,-73.1693,Hydro,14.321,VT
2.2,44.4083,-71.1954,Hydro,8.39,NH
124.5,43.4671,-111.8364,Wind,308.287,ID
2,40.37,-123.4347,Hydro,6.071,CA
103.5,39.2663,-76.6047,Gas,18.856,MD
2,43.6126,-75.3391,Hydro,11.047,NY
640,40.6635,-74.0051,Oil,16.663,NY
2.5,42.2828,-94.289,Oil,0.004,IA
2.5,40.7601,-74.0654,Solar,4.331,NJ
1.6,40.7731,-74.0774,Solar,1.529,NJ
33,42.5367,-111.794,Hydro,78.074,ID
3.6,43.2397,-94.7498,Oil,0.008,IA
4,48.43,-97.4033,Oil,0,ND
2.7,42.2255,-71.6626,Solar,0,MA
1.5,42.1992,-71.6792,Solar,2.334,MA
634.7,33.1344,-98.6117,Gas,0,TX
4.8,34.3097,-79.0144,Solar,14.402,NC
18,41.8592,-74.5106,Hydro,68.225,NY
85.3,30.054,-90.6693,Gas,228.802,LA
10,43.3234,-76.4208,Hydro,33.472,NY
1.2,40.1464,-105.8683,Hydro,3.549,CO
3.2,42.2273,-72.5472,Waste,14.102,MA
5,39.1119,-94.5811,Gas,37.813,MO
7.8,42.9088,-83.7251,Waste,53.806,MI
6809,47.9575,-118.9773,Hydro,19011.492,WA
1440,32.0081,-91.0478,Nuclear,5897.272,MS
7,43.0598,-86.2379,Gas,0.025,MI
9,29.2521,-89.9721,Gas,0.003,LA
1.7,42.0296,-94.3699,Oil,0.013,IA
6.7,47.7503,-90.3572,Oil,0.016,MN
100.5,43.7189,-92.705,Wind,311.843,MN
7.5,45.3547,-87.6494,Hydro,18.229,MI
33,41.2269,-88.6836,Storage,-5.076,IL
20,41.1434,-88.7583,Solar,29.35,IL
210,41.2269,-88.6836,Wind,528.256,IL
640.9,37.6577,-89.5112,Gas,413.769,IL
3,39.1017,-108.3456,Hydro,10.71,CO
3,42.9531,-85.9012,Solar,3.619,MI
80,42.9896,-116.0934,Solar,3.582,ID
400,42.6081,-98.4283,Wind,168.466,NE
17.2,45.3019,-89.7917,Hydro,123.075,WI
211.2,35.2383,-101.3108,Wind,928.407,TX
3,33.2704,-117.0588,Solar,1.978,CA
8,42.7729,-84.5237,Waste,66.592,MI
3.2,42.791,-84.6957,Waste,17.059,MI
3.2,42.1758,-86.28,Waste,24.14,MI
1.6,40.1746,-75.9137,Waste,6.841,PA
2,40.6192,-111.7821,Hydro,6.219,UT
72,45.5756,-94.1408,Gas,-0.262,MN
78,38.6972,-90.1283,Other,0,IL
1.3,44.8117,-95.5345,Hydro,2.434,MN
6,44.8047,-95.557,Oil,-0.065,MN
2.2,35.7811,-81.3928,Oil,0.036,NC
80,37.7751,-113.2264,Solar,55.797,UT
50.4,37.7989,-113.322,Solar,25.727,UT
3,38.4028,-112.9889,Solar,5.565,UT
99,44.7044,-71.2925,Wind,215.466,NH
790,42.9042,-71.4261,Gas,3367.594,NH
54,30.556,-98.3384,Hydro,55.574,TX
1.2,33.477,-81.9827,Hydro,2.033,GA
20,45.8033,-95.8844,Wind,64.93,MN
147.2,36.9708,-97.7053,Wind,17.214,KS
95.7,39.5618,-80.1631,Coal,0,WV
151.8,36.9271,-97.6963,Wind,405.759,OK
6.4,45.7792,-92.678,Oil,-0.185,WI
2.5,36.4117,-78.5939,Solar,4.633,NC
59.8,34.0903,-117.5343,Gas,33.435,CA
11.8,42.3068,-85.579,Gas,-127.507,MI
2.5,38.5003,-121.6942,Solar,4.663,CA
2.5,38.5003,-121.6942,Solar,4.608,CA
110.4,43.4081,-84.4622,Wind,284.051,MI
102,43.4339,-84.4975,Wind,253.706,MI
407.7,37.1575,-76.6911,Gas,138.246002,VA
112,37.6133,-100.3782,Wind,240.653,KS
38,44.6049,-84.6906,Waste,131.400085,MI
192.6,39.9422,-75.1881,Gas,0,PA
697.8,46.9692,-123.48,Gas,2818.292,WA
300.9,34.1556,-118.2782,Gas,144.647,CA
81.6,38.41,-98.8689,Gas,-0.175,KS
24,34.5592,-80.8917,Hydro,0.165,SC
33.7,35.8067,-85.6341,Hydro,85.439,TN
1.9,44.5002,-71.9989,Hydro,2.295,VT
12.3,40.9153,-74.181,Hydro,9.478,NJ
138,45.6472,-68.7044,Hydro,630.122,ME
225,36.1665,-99.596,Wind,11.522,OK
576.3,41.5563,-93.5283,Gas,507.176,IA
68.4,42.3678,-83.0514,Waste,187.468,MI
19,37.6855,-105.8909,Solar,47.303,CO
1.3,43.5861,-95.7803,Wind,1.487,MN
3,38.282,-121.4647,Solar,6.72,CA
1,38.2836,-121.4613,Solar,2.315,CA
1,38.3453,-84.5489,Waste,5.659,KY
903.9,35.9833,-95.9346,Gas,3928.376,OK
3,41.5367,-85.9272,Biomass,24.447,IN
1.7,41.373,-94.754,Wind,3.702,IA
5,35.8317,-77.2697,Solar,8.506,NC
3,26.7908,-81.9653,Waste,14.168,FL
6,42.7481,-73.6902,Hydro,35.376,NY
9.9,40.8592,-75.2627,Waste,31.024,PA
18.6,56.9863,-135.1227,Hydro,35.983,AK
3.5,41.6694,-70.5319,Solar,5.836,MA
26,39.8788,-106.3327,Hydro,59.568,CO
10.4,39.8514,-79.0706,Storage,-0.932,PA
150,33.6282,-99.4112,Wind,454.076,TX
150,33.646,-99.5329,Wind,434.505,TX
80,44.4494,-122.5494,Hydro,215.9,OR
861,29.3781,-94.9328,Gas,4474.579998,TX
16.5,33.9014,-116.7167,Wind,23.62,CA
17.2,42.1212,-122.5479,Hydro,52.255,OR
2.4,38.3967,-82.8088,Waste,11.715,KY
3.2,45.3903,-92.1625,Biomass,12.754,WI
1.7,44.0208,-96.4331,Wind,5.195,MN
1288.4,32.6017,-87.7811,Gas,0,AL
6.6,41.7338,-88.0849,Waste,39.834,IL
6.1,41.3039,-94.4606,Oil,0.046,IA
1.6,41.29,-94.485,Wind,6.133,IA
25,47.723,-111.963,Wind,15.971,MT
112,42.6789,-76.9483,Gas,0,NY
380.8,30.1591,-81.5184,Gas,0,FL
66,39.0529,-121.6961,Gas,46.621,CA
49.5,39.1365,-121.6397,Gas,236.799,CA
10.1,41.1055,-72.3758,Oil,0.032,NY
878.4,29.8222,-95.2194,Gas,0,TX
12.5,37.5499,-99.3444,Wind,39.76,KS
70.2,38.6472,-82.8594,Hydro,306.968,OH
236,40.0758,-84.6151,Gas,86.166,OH
2.2,38.2561,-112.7358,Solar,3.565,UT
1071.3,43.1056,-82.6964,Gas,529.534999,MI
247,38.8615,-94.2982,Gas,16.199,MO
1.9,43.1056,-82.6964,Solar,2.149,MI
96,35.5207,-91.9953,Hydro,198.122,AR
1,34.2079,-118.3516,Hydro,0,CA
3.5,43.0168,-71.5679,Hydro,6.699,NH
432,27.8893,-97.2584,Gas,2105.743,TX
1,39.3733,-121.6842,Solar,1.789,CA
2.5,39.3733,-121.6817,Solar,4.749,CA
2,41.5214,-87.4361,Solar,3.336,IN
655,35.054,-114.1333,Gas,2086.732,AZ
4,46.7289,-117.1514,Gas,0.421,WA
22,39.8893,-121.2792,Hydro,40.738,CA
7.8,39.9456,-105.3565,Hydro,16.857,CO
4.5,32.7797,-117.0064,Gas,19.429,CA
188.5,45.3735,-98.0987,Gas,102.64,SD
48,43.7681,-71.8189,Wind,121.408,NH
6,43.9367,-117.3812,Solar,0.947,OR
3.2,42.7511,-71.0372,Solar,4.859,MA
8.7,42.3631,-92.7723,Oil,0.036,IA
1088.2,29.6244,-98.1419,Gas,5283.392,TX
6.4,42.2899,-104.7606,Hydro,17.942,WY
20,36.1639,-119.6506,Solar,45.922,CA
19.2,44.1529,-70.2094,Hydro,121.358,ME
120,32.2403,-101.4736,Wind,258.814,TX
115.2,34.4213,-86.3939,Hydro,506.256,AL
3.4,66.5663,-145.2531,Oil,2.554,AK
2.4,29.4952,-97.6249,Hydro,11.955,TX
2.4,29.4681,-97.4919,Hydro,1.988,TX
1995.7,32.6078,-85.0975,Gas,11670.861,AL
768.6,34.4017,-80.1589,Nuclear,0,SC
2294,27.9072,-82.4231,Gas,7881.817,FL
1608.5,38.7,-83.8181,Coal,8560.987961,OH
111.8,47.9084,-121.8144,Hydro,483.805,WA
72.9,33.7845,-86.0524,Hydro,154.855,AL
97.3,21.3,-158.0986,Waste,405.149997,HI
558.5,32.16,-110.9047,Gas,0,AZ
11.8,33.9986,-118.2219,Gas,0.31164,CA
2.6,35.56,-78.5945,Solar,3.778,NC
36.2,40.3683,-120.2648,Waste,117.759997,CA
405,37.6469,-87.5028,Coal,1778.586977,KY
3,40.3904,-84.4016,Solar,5.199,OH
15,39.1325,-78.1875,Gas,93.668,VA
2.1,42.5788,-89.033,Solar,1.37313,WI
4,41.7614,-72.6686,Gas,28.83,CT
7.4,40.7631,-111.8417,Gas,34.528,UT
8.1,42.6969,-73.68,Gas,14.899,NY
135,36.9274,-119.0203,Hydro,344.669,CA
165.6,32.7683,-99.4228,Wind,459.455,TX
33.4,42.2119,-72.6036,Hydro,75.698,MA
1.9,44.2253,-96.235,Wind,6.462,MN
3,42.3521,-72.5389,Solar,3.4,MA
41.4,38.0794,-84.5194,Gas,0.124,KY
177.3,32.8265,-79.9634,Gas,28.307,SC
1.4,44.3117,-75.445,Hydro,9.951,NY
6.2,59.2359,-135.4462,Oil,-0.201,AK
5.6,36.1097,-117.9567,Hydro,6.77,CA
152.5,30.2867,-97.7356,Gas,0,TX
1.6,36.7817,-78.9236,Hydro,3.887,VA
20,36.4419,-77.7114,Solar,30.097,NC
49.9,36.7014,-78.8733,Waste,0,VA
1.6,40.5737,-74.3944,Solar,1.456,NJ
56.7,40.5587,-96.7862,Gas,4.351,NE
13.6,38.957,-121.0419,Hydro,29.404,CA
4,47.3501,-96.8319,Oil,0.014,MN
66,20.0939,-155.4711,Oil,131.16,HI
126.9,39.4098,-84.5543,Gas,-2.792,OH
19.6,39.9087,-76.9885,Oil,-0.086,PA
5.3,40.2687,-121.0895,Hydro,10.118,CA
2.2,39.4128,-84.5558,Hydro,4.095,OH
32,39.3528,-84.5183,Gas,3.024,OH
7.5,40.169,-74.6301,Solar,11.285,NJ
343.8,34.8423,-79.7361,Gas,0,NC
23,43.0061,-115.4633,Wind,60.594,ID
953,34.2528,-85.3456,Coal,967.826,GA
3.2,42.0447,-72.4388,Solar,5.929,MA
3.4,44.2965,-75.3665,Hydro,16.867,NY
5,42.9383,-70.8406,Gas,32.726,NH
2,20.7658,-155.9961,Oil,0.073,HI
160.2,42.5497,-83.4425,Gas,7.818,MI
98,43.0528,-93.63,Wind,246.354,IA
51,44.7608,-68.1469,Wind,8.199,ME
1314.8,32.7283,-97.2192,Gas,549.584,TX
294.5,41.2908,-79.8061,Gas,158.396,PA
3,36.3067,-119.6292,Solar,6.042,CA
92.2,36.2701,-119.6481,Gas,25.634,CA
1429.8,38.5731,-82.7833,Gas,9716.9722,KY
8,44.6192,-74.9733,Hydro,46.179,NY
5,40.0653,-74.5906,Solar,8.389,NJ
29.4,41.1397,-104.9978,Wind,85.648,WY
4,35.3965,-78.5108,Solar,7.478,NC
548.1,33.7706,-118.2656,Gas,0,CA
107.4,33.7771,-118.2303,Gas,17.402,CA
9,27.8322,-97.4403,Wind,15.888,TX
470.1,27.6364,-81.9636,Gas,0,FL
16.3,32.2988,-81.0739,Oil,0,GA
2.4,37.7258,-85.7258,Waste,7.188,KY
173,30.3038,-94.2526,Gas,53.317,TX
115.7,45.7578,-107.6,Coal,349.108997,MT
14.7,42.0822,-94.365,Wind,45.632,IA
1064.7,39.7113,-86.1969,Gas,0,IN
5.2,35.8308,-77.0219,Solar,1.659,NC
74,43.1122,-74.8789,Wind,182.013,NY
2.8,42.3084,-72.1896,Solar,3.883,MA
31.5,43.4866,-85.6299,Hydro,103.775,MI
2,42.448,-76.245,Solar,0.032,NY
100.8,30.1694,-91.9923,Gas,15.584,LA
3.4,41.6445,-95.3153,Oil,0.004,IA
94,40.7991,-73.9156,Gas,43.276,NY
1.5,40.9039,-74.2478,Solar,2.066,NJ
3,40.7553,-75.171,Solar,4.728,PA
1.5,40.7183,-83.2287,Wind,2.611,OH
1325.1,33.476,-113.1134,Gas,3373.732,AZ
5,35.2119,-78.1008,Solar,9.871,NC
33.6,42.7936,-72.9144,Hydro,65.211,VT
1080,35.2982,-101.7472,Coal,5022.762026,TX
950.9,35.6334,-78.9556,Nuclear,7513.051,NC
135,33.2583,-85.616,Hydro,114.934,AL
1.3,42.2052,-72.5929,Hydro,0,MA
76.4,45.4592,-69.8658,Hydro,181.609,ME
4.2,43.9719,-74.1861,Oil,0.12,NY
24.1,40.2442,-76.8539,Waste,119.646,PA
570,32.3958,-94.4367,Gas,2421.77,TX
745,36.4306,-114.9024,Gas,3565.578,NV
349,36.1855,-94.2841,Gas,117.273,AR
599.5,34.5923,-92.2166,Gas,519.479,AR
161.4,38.2623,-93.4062,Hydro,285.915,MO
5.1,43.7041,-86.3663,Oil,0,MI
11.8,41.7631,-72.6733,Gas,51.533,CT
1,41.7915,-72.6509,Solar,1.052,CT
360,34.3396,-82.8199,Gas,39.983,SC
420,34.3564,-82.8219,Hydro,437.21,SC
1,40.7828,-74.0728,Solar,1.301,NJ
22.5,43.8294,-105.5322,Gas,0.37,WY
52.8,43.83,-83.2064,Wind,125.581,MI
59.4,43.8556,-83.1669,Wind,209.752,MI
3.2,28.3761,-81.5906,Biomass,16.8805,FL
98.9,45.8131,-120.3475,Wind,261.218,WA
4,41.6961,-70.0919,Solar,5.84,MA
8.8,44.7,-92.8936,Oil,0.101,MN
4.4,44.7602,-92.8677,Hydro,18.422,MN
